H_ery_ID	peak_count	sig_peak_count	proportion_sig	SPU.hit	SPU.common_name	common_name	SPU.family	SPU.description	GRN	DE	PMC	sig_peak_count_ns	proportion_sig_ns
HER_38890.t1	2	0	0	SPU_028915	Sp-Hypp_2974	Hypp_2974	Glyco_transf_GTA_type superfamily	hypothetical protein-2974	FALSE	TRUE	FALSE	0	0
HER_38891.t1	3	0	0	SPU_000242	Sp-Dazapi2	Dazapi2	none	none	FALSE	TRUE	FALSE	0	0
HER_30951.t1	2	1	0.5	SPU_014876	Sp-Taut	Taut	solute carrier family	taurine transporter	FALSE	TRUE	FALSE	0	0
HER_30955.t1	12	0	0	SPU_024918	Sp-NeuroD	NeuroD	bHLH	Neurogenic differentiation factor-like, Sp-NeuroD1	FALSE	FALSE	FALSE	0	0
HER_37480.t1_HER_37481.t1	1	0	0	SPU_019152	Sp-Ldargampdl	Ldargampdl	none	none	FALSE	TRUE	FALSE	0	0
HER_30969.t1	1	0	0	SPU_025569	Sp-Mrpl17	Mrpl17	none	mitochondrial ribosomal protein L17	FALSE	TRUE	FALSE	0	0
HER_30970.t1	1	0	0	SPU_025570	Sp-Wdr12	Wdr12	NLE superfamily, WD40 superfamily	WD repeat domain 12	FALSE	FALSE	FALSE	0	0
HER_30976.t1	1	0	0	SPU_009452	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_30977.t1	1	0	0	SPU_016676	Sp-Hypp_838	Hypp_838	none	hypothetical protein-838	FALSE	TRUE	FALSE	0	0
HER_30978.t1	4	0	0	SPU_010268	Sp-Ttll4_2	Ttll4_2	TTL superfamily	tubulin tyrosine ligase-like family member 4-2	FALSE	TRUE	FALSE	0	0
HER_30980.t1	3	0	0	SPU_019947	Sp-Hypp_2474	Hypp_2474	RING-finger superfamily, WD40 superfamily	hypothetical protein-2474	FALSE	FALSE	FALSE	0	0
HER_30982.t1	2	0	0	SPU_008870	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_30984.t1	1	0	0	SPU_009758	Sp-Phospho2	Phospho2	HAD-like superfamily	phosphatase, orphan 2	FALSE	TRUE	FALSE	0	0
HER_30986.t1	2	1	0.5	SPU_005362	Sp-Tmem106L	Tmem106L	DUF1356 superfamily	transmembrane protein 106-like	FALSE	FALSE	FALSE	0	0
HER_30987.t1	2	0	0	SPU_028448	Sp-Ormdl2	Ormdl2	ORMDL superfamily	ORM1-like 2	FALSE	FALSE	FALSE	0	0
HER_30988.t1	2	1	0.5	SPU_007060	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_30993.t1	1	0	0	SPU_026117	Sp-Lrp1L_3	Lrp1L_3	LDL_receptorcept_b superfamily	low density lipoprotein-related protein 1-like-3	FALSE	FALSE	FALSE	0	0
HER_30994.t1	2	0	0	SPU_009605	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_30995.t1	2	1	0.5	SPU_009606	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_30996.t1	8	0	0	SPU_009606	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_30997.t1	5	0	0	SPU_026897	Sp-Lsm12L	Lsm12L	none	LSM12 protein	FALSE	TRUE	FALSE	1	0.2
HER_30998.t1	10	1	0.1	SPU_002677	Sp-Ptf1a	Ptf1a	bHLH	pancreas specific transcription factor 1a-like, Sp-Ptf	FALSE	TRUE	FALSE	0	0
HER_30999.t1	4	0	0	SPU_019194	Sp-Hypp_930	Hypp_930	none	hypothetical protein-930	FALSE	TRUE	FALSE	0	0
HER_31001.t1	3	0	0	SPU_012481	Sp-Hypp_2033	Hypp_2033	none	hypothetical protein-2033	FALSE	FALSE	FALSE	0	0
HER_31004.t1	3	0	0	SPU_024110	Sp-Act_4	Act_4	actin superfamily	actin-4	FALSE	TRUE	FALSE	0	0
HER_31005.t1	2	0	0	SPU_024109	Sp-CerklL	CerklL	none	ceramide kinase-like-like	FALSE	TRUE	FALSE	0	0
HER_31007.t1	2	0	0	SPU_016429	Sp-Dlec1	Dlec1	none	DLEC1 protein; deleted in lung and esophageal cancer 1	FALSE	TRUE	FALSE	0	0
HER_31009.t1	1	0	0	SPU_012291	Sp-Wd/sof1	Wd/sof1	none	WD repeats and SOF1 domain containing	FALSE	FALSE	FALSE	0	0
HER_31010.t1	4	0	0	SPU_015098	Sp-GhsrL	GhsrL	7TM GPCR_1 superfamily	growth hormone secretagogue receptor-like	FALSE	FALSE	FALSE	0	0
HER_31013.t1	1	0	0	SPU_005649	Sp-Hypp_459	Hypp_459	patatin superfamily	hypothetical protein-459; patatin family phospholipase (bacterial)-like	FALSE	TRUE	FALSE	0	0
HER_31015.t1	1	0	0	SPU_023291	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_31016.t1	1	0	0	SPU_023101	Sp-Slsp_15	Slsp_15	Inhibitor_I9 superfamily, peptidase_S8 superfamily	subtilisin-like serine protease (bacterial)-15; serine protease-like	FALSE	TRUE	FALSE	0	0
HER_31017.t1	3	0	0	SPU_023101	Sp-Slsp_15	Slsp_15	Inhibitor_I9 superfamily, peptidase_S8 superfamily	subtilisin-like serine protease (bacterial)-15; serine protease-like	FALSE	TRUE	FALSE	0	0
HER_31018.t1	8	0	0	SPU_007309	Sp-Lypd6b	Lypd6b	none	LY6/PLAUR domain containing 6B	FALSE	TRUE	FALSE	0	0
HER_31019.t1	4	0	0	SPU_009473	Sp-Capn7	Capn7	none	calpain 7	FALSE	TRUE	FALSE	0	0
HER_31020.t1	3	0	0	SPU_022129	Sp-Rdh1	Rdh1	none	retinol dehydrogenase type 1 	FALSE	TRUE	FALSE	0	0
HER_31037.t1	1	0	0	SPU_016693	Sp-C1galt1	C1galt1	none	core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 	FALSE	FALSE	FALSE	0	0
HER_31054.t1	6	0	0	SPU_014962	Sp-Hecw2	Hecw2	none	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	FALSE	TRUE	FALSE	1	0.166666666666667
HER_31055.t1	9	0	0	SPU_028649	Sp-Drak	Drak	none	DAP kinase-related apoptosis-inducing kinase 1, STPK17A, serine-threonine protein kinase 17A	FALSE	TRUE	FALSE	0	0
HER_31081.t1	1	0	0	SPU_012714	Sp-Hypp_2046	Hypp_2046	7TM GPCR_1 superfamily	hypothetical protein-2046	FALSE	TRUE	FALSE	0	0
HER_31082.t1	1	0	0	SPU_012714	Sp-Hypp_2046	Hypp_2046	7TM GPCR_1 superfamily	hypothetical protein-2046	FALSE	TRUE	FALSE	0	0
HER_31085.t1	1	0	0	SPU_015376	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_31086.t1	1	0	0	SPU_021008	Sp-Aki	Aki	integrin alpha subunit	none	FALSE	FALSE	FALSE	0	0
HER_31098.t1	4	0	0	SPU_007028	Sp-Trim2-3	Trim2	none	tripartite motif-containing 2-3	FALSE	TRUE	TRUE	0	0
HER_31099.t1	1	0	0	SPU_007027	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_38900.t1	5	0	0	SPU_000241	Sp-Tal1ph	Tal1ph	talin 	none	FALSE	FALSE	FALSE	1	0.2
HER_31138.t1	1	1	1	SPU_004302	Sp-Hypp_1511	Hypp_1511	none	hypothetical protein-1511	FALSE	TRUE	FALSE	0	0
HER_31156.t1	1	0	0	SPU_009157	Sp-Hypp_1828	Hypp_1828	7TM GPCR_1 superfamily	hypothetical protein-1828	FALSE	TRUE	FALSE	0	0
HER_31158.t1	1	0	0	SPU_015121	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_31159.t1	1	0	0	SPU_000576	Sp-Gpr151L	Gpr151L	7TM GPCR_1 superfamily	G protein-coupled receptor 151-like; galanin receptor 2-like	FALSE	TRUE	FALSE	0	0
HER_31162.t1	1	0	0	SPU_022028	Sp-Asns	Asns	none	Asparagine synthetase [glutamine-hydrolyzing] (Glutamine-dependent asparagine synthetase) 	FALSE	TRUE	FALSE	0	0
HER_31166.t1	1	0	0	SPU_027600	Sp-Rag1l	Rag1l	Rag1	none	FALSE	FALSE	FALSE	1	1
HER_31173.t1	3	0	0	SPU_022023	Sp-Jak_1	Jak_1	janus kinase	none	FALSE	FALSE	FALSE	0	0
HER_31175.t1	1	0	0	SPU_001964	Sp-Drd2L_11	Drd2L_11	7TM GPCR_1 superfamily	dopamine receptor D2-like-11	FALSE	FALSE	FALSE	0	0
HER_31179.t3	2	0	0	SPU_024328	Sp-Rdh7	Rdh7	none	retinol dehydrogenase 7 	FALSE	TRUE	FALSE	0	0
HER_31189.t1	1	1	1	SPU_004303	Sp-Hypp_410	Hypp_410	rve superfamily	hypothetical protein-410	FALSE	FALSE	FALSE	0	0
HER_31268.t1	2	0	0	SPU_020943	Sp-Gtub2f	Gtub2f	tubulin	none	FALSE	TRUE	FALSE	0	0
HER_31269.t1	3	0	0	SPU_010162	Sp-Trim56L	Trim56L	none	tripartite motif-containing 56-like	FALSE	TRUE	FALSE	0	0
HER_31270.t1	3	0	0	SPU_024102	Sp-Cs	Cs	none	Citrate synthase, mitochondrial precursor 	FALSE	FALSE	FALSE	0	0
HER_31271.t1	3	0	0	SPU_021051	Sp-Prei3l	Prei3l	none	heat shock 10kDa protein 1 (chaperonin 10) 	FALSE	FALSE	FALSE	0	0
HER_31272.t1	4	0	0	SPU_024103	Sp-HspD1	HspD1	none	chaperonin 	FALSE	FALSE	FALSE	0	0
HER_31273.t1	6	0	0	SPU_024101	Sp-SF3B1	SF3B1	none	spliceosomal protein SAP 155	FALSE	TRUE	FALSE	0	0
HER_31274.t1	2	0	0	SPU_002769	Sp-Scap	Scap	SecD_SecF superfamily, WD40 superfamily	SREBF chaperone	FALSE	FALSE	FALSE	0	0
HER_31276.t1	2	0	0	SPU_013859	Sp-GtpbpL2(nucleolar)	GtpbpL2(nucleolar)	none	none	FALSE	FALSE	FALSE	0	0
HER_31284.t1	1	0	0	SPU_028156	Sp-Hypp_2938	Hypp_2938	none	hypothetical protein-2938	FALSE	TRUE	FALSE	0	0
HER_31287.t1	1	1	1	SPU_020472	Sp-Hypp_975	Hypp_975	TIR superfamily	hypothetical protein-975	FALSE	TRUE	FALSE	0	0
HER_31288.t1.1.5f2c6ab7	6	2	0.333333333333333	SPU_025934	Sp-Acly_1	Acly_1	none	ATP citrate lyase  	FALSE	TRUE	FALSE	0	0
HER_31289.t1	1	0	0	SPU_000948	Sp-Lass6	Lass6	homeobox-CERS, TLC (TRAM, LAG1 and CLN8 homology) domain	ceramide synthetase-like, Cers2/3/4/5/6-like, LAG1 longevity assurance homolog, Lass2/3/4/5/6-like	FALSE	TRUE	FALSE	0	0
HER_31290.t1	2	0	0	SPU_021683	Sp-Surreal/Gpcr91	Surreal/Gpcr91	none	none	FALSE	TRUE	FALSE	0	0
HER_31291.t1.1.5f2c6ab8	2	0	0	SPU_021682	Sp-Rdh1_1	Rdh1_1	none	retinol dehydrogenase type 1 	FALSE	TRUE	FALSE	0	0
HER_31291.t1	1	0	0	SPU_021682	Sp-Rdh1_1	Rdh1_1	none	retinol dehydrogenase type 1 	FALSE	TRUE	FALSE	0	0
HER_31292.t1	6	2	0.333333333333333	SPU_025879	Sp-Adra1L6	Adra1L6	7 transmembrane receptor (rhodopsin family)	adrenergic receptor, alpha 1-like-6; Sp-Gpr50L_2	FALSE	TRUE	FALSE	0	0
HER_31295.t1	1	0	0	SPU_017705	Sp-Cdk5	Cdk5	serine/threonine kinase	PSSALRE, EC 2.7.1.37,Tau protein kinase II catalytic subunit	FALSE	TRUE	FALSE	0	0
HER_31296.t1	1	0	0	SPU_025647	Sp-Kiaa1720	Kiaa1720	none	KIAA1720 protein	FALSE	TRUE	FALSE	0	0
HER_31310.t1	2	0	0	SPU_003984	Sp-Bursicona	Bursicona	glycoprotein hormone	none	FALSE	FALSE	FALSE	0	0
HER_31311.t1.1.5f2c6ab8	2	0	0	SPU_017707	Sp-Bursiconb	Bursiconb	glycoprotein hormone	none	FALSE	FALSE	FALSE	0	0
HER_38906.t1	2	0	0	SPU_000240	Sp-Ube2zl	Ube2zl	UBCc superfamily	ubiquitin-conjugating enzyme E2 Zl	FALSE	TRUE	FALSE	0	0
HER_31318.t1	1	0	0	SPU_025444	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_31331.t1	3	0	0	SPU_007671	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_31332.t1	1	0	0	SPU_007670	Sp-Psmc5	Psmc5	none	Proteasome 26S subunit ATPase 5, Sug1	FALSE	FALSE	FALSE	0	0
HER_31333.t1	2	0	0	SPU_007672	Sp-Css2	Css2	none	Chondroitin sulfate synthase 2 (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (Chondroitin glucuronyltransferase II) (N-acetylgalactosaminyltransferase) (Chondroitin polymerizing factor)	FALSE	TRUE	FALSE	0	0
HER_31336.t1.1.5f2c6ad9	3	1	0.333333333333333	SPU_009372	Sp-B3galt1_7	B3galt1_7	none	Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3GalT1) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)  	FALSE	FALSE	FALSE	0	0
HER_31338.t1	1	0	0	SPU_023785	Sp-Ccdc44	Ccdc44	DUF28 superfamily	coiled-coil domain containing 44	FALSE	TRUE	FALSE	0	0
HER_31342.t1	2	0	0	SPU_011087	Sp-Hdac4	Hdac4	Hist_deacetyl superfamily	histone deacetylase 4	FALSE	TRUE	FALSE	0	0
HER_38907.t1	2	0	0	SPU_002933	Sp-Cul1	Cul1	none	cullin-1 	FALSE	FALSE	FALSE	0	0
HER_31344.t1	1	1	1	SPU_010891	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_31347.t1	3	0	0	SPU_010894	Sp-Alox5_5	Alox5_5	lipoxygenase superfamily	arachidonate 5-lipoxygenase-5	FALSE	TRUE	FALSE	0	0
HER_19376.t1	1	1	1	SPU_007169	Sp-Z219	Z219	zf-C2H2	zinc finger protein 219	FALSE	TRUE	FALSE	0	0
HER_19380.t1_HER_19383.t1	1	0	0	SPU_006966	Sp-Hypp_1690	Hypp_1690	FYVE superfamily	hypothetical protein-1690; vacuolar segregation protein-like	FALSE	TRUE	FALSE	0	0
HER_19385.t1	1	0	0	SPU_021928	Sp-Taf9	Taf9	none	TAF9 RNA polymerase II	FALSE	TRUE	FALSE	0	0
HER_19388.t1	1	0	0	SPU_028706	Sp-Eif2a_3	Eif2a_3	WD40 superfamily	eukaryotic translation initiation factor 2a-3	FALSE	TRUE	FALSE	0	0
HER_38911.t1	2	0	0	SPU_002932	Sp-Ckmt2	Ckmt2	none	Creatine kinase, sarcomeric mitochondrial precursor (S-MtCK) (Mib-CK) (Basic-type mitochondrial creatine kinase)	FALSE	FALSE	FALSE	0	0
HER_19392.t1	1	0	0	SPU_020208	Sp-Hypp2496	Hypp2496	PDZ superfamily	hypothetical protein-2496, PDZ-domain containing, Sp-Hypp_2496	FALSE	FALSE	TRUE	0	0
HER_19397.t1_HER_19396.t1	1	0	0	SPU_020208	Sp-Hypp2496	Hypp2496	PDZ superfamily	hypothetical protein-2496, PDZ-domain containing, Sp-Hypp_2496	FALSE	FALSE	TRUE	0	0
HER_19398.t1	1	0	0	SPU_020208	Sp-Hypp2496	Hypp2496	PDZ superfamily	hypothetical protein-2496, PDZ-domain containing, Sp-Hypp_2496	FALSE	FALSE	TRUE	0	0
HER_38913.t1.1.5f2c68c5	1	0	0	SPU_004898	Sp-Cdc42se2	Cdc42se2	CRIB superfamily	CDC42 small effector 2	FALSE	TRUE	FALSE	0	0
HER_19401.t1	1	0	0	SPU_007663	Sp-Hypp1742	Hypp1742	none	hypothetical protein-1742, Sp-Hypp_1742	FALSE	FALSE	FALSE	0	0
HER_19402.t1	2	0	0	SPU_007664	Sp-Esd	Esd	esterase-lipase superfamily	esterase D/formylglutathione hydrolase	FALSE	TRUE	FALSE	0	0
HER_19403.t1.2.5f2c6abf	2	0	0	SPU_007662	Sp-Ccdc28b	Ccdc28b	none	coiled-coil domain containing 28B	FALSE	TRUE	FALSE	0	0
HER_38913.t1	4	0	0	SPU_004898	Sp-Cdc42se2	Cdc42se2	CRIB superfamily	CDC42 small effector 2	FALSE	TRUE	FALSE	1	0.25
HER_19431.t1	5	0	0	SPU_002638	Sp-Rap2	Rap2	Ras family	Sp-Rap2C	FALSE	TRUE	FALSE	0	0
HER_19433.t1	1	0	0	SPU_002638	Sp-Rap2	Rap2	Ras family	Sp-Rap2C	FALSE	TRUE	FALSE	0	0
HER_19434.t1	1	0	0	SPU_024155	Sp-Hypp_2712	Hypp_2712	none	hypothetical protein-2712	FALSE	TRUE	TRUE	0	0
HER_19435.t1	1	0	0	SPU_024158	Sp-Cog3	Cog3	none	component of golgi transport complex 3	FALSE	FALSE	FALSE	0	0
HER_19436.t1	2	0	0	SPU_013798	Sp-Adora2a	Adora2a	7TM GPCR_1 superfamily	adenosine A2a receptor	FALSE	FALSE	FALSE	0	0
HER_19437.t1	4	1	0.25	SPU_027681	Sp-Fam194aL	Fam194aL	none	family with sequence similarity 194 member A (human)-like, Sp-C3orf44L	FALSE	TRUE	FALSE	0	0
HER_19440.t1	1	0	0	SPU_003206	Sp-Lrr/Gpcr_1	Lrr/Gpcr_1	GPCR	none	FALSE	TRUE	FALSE	1	1
HER_19441.t1	2	0	0	SPU_005174	Sp-Dnajc3	Dnajc3	none	DnaJ homolog subfamily C member 3, Protein kinase inhibitor p58 (P58ipk)	FALSE	FALSE	FALSE	0	0
HER_38914.t1	3	0	0	SPU_004901	Sp-Lsm7	Lsm7	none	U6 snRNA-associated Sm-like protein LSM7	FALSE	TRUE	FALSE	0	0
HER_19442.t1	2	1	0.5	SPU_030043	Sp-Naalad2L_18	Naalad2L_18	metalloprotease	none	FALSE	TRUE	FALSE	0	0
HER_19451.t1	1	0	0	SPU_005340	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19452.t1	1	0	0	SPU_005338	Sp-Ears2	Ears2	nt_trans superfamily	glutamyl-tRNA synthetase 2	FALSE	TRUE	FALSE	0	0
HER_38915.t1	1	0	0	SPU_020105	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19456.t1	1	0	0	SPU_006125	Sp-Gucy2g	Gucy2g	none	guanylyl cyclase receptor G 	FALSE	TRUE	FALSE	0	0
HER_19457.t1	1	0	0	SPU_006124	Sp-Bokl	Bokl	Bcl-2	Bcl-related ovarian killer protein-like, Mtd, Matador	FALSE	TRUE	FALSE	0	0
HER_19458.t1	2	0	0	SPU_006123	Sp-AchE	AchE	carbohydrate esterase family 	acetylcholinesterase	FALSE	TRUE	FALSE	0	0
HER_38918.t1	1	0	0	SPU_020106	Sp-Hypp_2487	Hypp_2487	7TM GPCR_1 superfamily	hypothetical protein-2487; G protein coupled receptor-like	FALSE	TRUE	FALSE	0	0
HER_19467.t1	1	0	0	SPU_008916	Sp-Phgdhl1	Phgdhl1	none	phosphoglycerate dehydrogenase like 1	FALSE	TRUE	FALSE	0	0
HER_38920.t1	1	0	0	SPU_020107	Sp-AchE_4	AchE_4	carbohydrate esterase family	acetylcholinesterase	FALSE	FALSE	FALSE	0	0
HER_19485.t1	4	0	0	SPU_011832	Sp-Slc2a1	Slc2a1	none	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (HepG2 glucose transporter)	FALSE	TRUE	FALSE	0	0
HER_19486.t1	2	0	0	SPU_008374	Sp-Farp	Farp	RhoGEF	FERM, RhoGEF and pleckstrin homology domain containing, Farp1/2-like, Cdep-like, Sp-FarpL_1	FALSE	TRUE	FALSE	0	0
HER_19489.t1	7	0	0	SPU_013520	Sp-FarpL_1	FarpL_1	RhoGEF	FARP Like, Ferm, RhoGEF and Pleckstrin homology domain containing Like	FALSE	FALSE	FALSE	0	0
HER_19506.t2	2	1	0.5	SPU_023412	Sp-Ranbp2L_4	Ranbp2L_4	TPR_1 superfamily	RAN binding protein 2-like-4	FALSE	TRUE	FALSE	0	0
HER_19519.t1	1	0	0	SPU_020763	Sp-Hypp_989	Hypp_989	LRR_RI superfamily	hypothetical protein-989; leucine-rich repeat-containing G-protein coupled receptor-like	FALSE	TRUE	FALSE	0	0
HER_19540.t1	1	0	0	SPU_025444	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19542.t1	2	0	0	SPU_017107	Sp-Slc9a7	Slc9a7	none	Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Solute carrier family 9 member 7)	FALSE	TRUE	FALSE	0	0
HER_19548.t1	1	0	0	SPU_003503	Sp-Hypp_1459	Hypp_1459	none	hypothetical protein-1459; unc-13 homolog C (C. elegans)-like	FALSE	FALSE	FALSE	1	1
HER_19552.t1	2	1	0.5	SPU_020398	Sp-Pkx1	Pkx1	none	protein kinase X-linked	FALSE	TRUE	FALSE	0	0
HER_19561.t1	2	0	0	SPU_020525	Sp-Fa58C/Hyr/Lnb/7Tm/Gpcr	Fa58C/Hyr/Lnb/7Tm/Gpcr	LNB-7TM GPCR	none	FALSE	TRUE	FALSE	0	0
HER_19563.t1	1	1	1	SPU_021064	Sp-Tmem20L_2	Tmem20L_2	DUF6 superfamily	transmembrane protein 20-like-2	FALSE	TRUE	FALSE	0	0
HER_19565.t1_HER_19567.t1	2	0	0	SPU_030224	Sp-Axndhc2h	Axndhc2h	Dynein heavy chain	DNAH2, DHC5C, IDA1-beta, axonemal dynein	FALSE	FALSE	FALSE	1	0.5
HER_19577.t1	7	0	0	SPU_012414	Sp-Mcf2l	Mcf2l	RhoGEF	DBS, ARHGEF14	FALSE	TRUE	FALSE	0	0
HER_37489.t1	2	0	0	SPU_020040	Sp-Nckipsd	Nckipsd	SH3 domain, DUF2013 	NCK interacting protein with SH3 domain, DIP1, VIP54, SPIN90, Sp-WISH, Sp-N_wasp_bp	FALSE	TRUE	FALSE	0	0
HER_19589.t1	4	0	0	SPU_008625	Sp-TbL1xr1	TbL1xr1	LisH superfamily, WD40 superfamily	transducin (beta)-like 1X-linked receptor 1	FALSE	FALSE	FALSE	0	0
HER_19592.t1	5	0	0	SPU_013143	Sp-Hypp_2072	Hypp_2072	none	hypothetical protein-2072	FALSE	TRUE	TRUE	1	0.2
HER_19593.t1	1	0	0	SPU_022140	Sp-Mtr_1	Mtr_1	MetH superfamily	homocysteine S-methyltransferase (bacterial and insect)-like	FALSE	TRUE	FALSE	0	0
HER_19598.t1	3	1	0.333333333333333	SPU_022141	Sp-Nufil1L	Nufil1L	NUFIP1 superfamily	uclear fragile X mental retardation protein interacting protein 1-like; nuclear FMRP interacting protein 1-like	FALSE	FALSE	FALSE	0	0
HER_19599.t1	3	0	0	SPU_026477	Sp-Cyp2L63	Cyp2L63	CYP2	Cytochrome P450 Family 2 like, CYP2	FALSE	TRUE	FALSE	0	0
HER_19601.t1	2	0	0	SPU_006526	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19615.t1	1	0	0	SPU_023498	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19625.t1	1	1	1	SPU_027924	Sp-UxyltL	UxyltL	none	UDP-xylosyltransferase [Arabidopsis thaliana]-like	FALSE	TRUE	FALSE	0	0
HER_19638.t1	2	0	0	SPU_028605	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19639.t3	1	0	0	SPU_020835	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19645.t1	4	0	0	SPU_006473	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_19646.t1	2	0	0	SPU_006471	Sp-Int4	Int4	none	Integrator complex subunit 4 	FALSE	TRUE	FALSE	0	0
HER_19647.t1	2	0	0	SPU_007078	Sp-Topk	Topk	none	T cell-originated protein kinase, MAPKK family member	FALSE	TRUE	FALSE	0	0
HER_19652.t1	1	0	0	SPU_016859	Sp-Hypp_846	Hypp_846	RING-finger superfamily	hypothetical protein-846	FALSE	FALSE	FALSE	0	0
HER_19661.t1	4	0	0	SPU_026450	Sp-Mcm7	Mcm7	MCM	MCM7, DNA replication licensing factor MCM7,   Minichromosome maintenance protein 7 homolog,MCM7 minichromosome maintenance deficient 7,  CDC47 homolog	FALSE	TRUE	FALSE	0	0
HER_38926.t1	1	1	1	SPU_009123	Sp-Nebnph	Nebnph	none	none	FALSE	FALSE	TRUE	0	0
HER_37493.t1	4	0	0	SPU_020041	Sp-Pclo_2	Pclo_2	none	piccolo (partial), Sp-Hypp_2479	FALSE	FALSE	FALSE	0	0
HER_38927.t1	2	0	0	SPU_009123	Sp-Nebnph	Nebnph	none	none	FALSE	FALSE	TRUE	0	0
HER_19664.t1	6	0	0	SPU_015968	Sp-Hrh2_3	Hrh2_3	7TM GPCR_1 superfamily	histamine H2 receptor-3	FALSE	TRUE	FALSE	0	0
HER_19668.t1	3	2	0.666666666666667	SPU_021281	none	NA	none	none	FALSE	FALSE	FALSE	1	0.333333333333333
HER_19669.t1	5	1	0.2	SPU_007003	Sp-Hypp_504	Hypp_504	none	hypothetical protein-504	FALSE	FALSE	FALSE	0	0
HER_38928.t1	5	0	0	SPU_009124	Sp-Lisp1	Lisp1	LIM superfamily, SH3 superfamily	LIM and SH3 protein 1	FALSE	TRUE	TRUE	0	0
HER_19678.t1	3	0	0	SPU_006138	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_19679.t1	1	0	0	SPU_028586	Sp-Fmo5_5	Fmo5_5	none	Dimethylaniline monooxygenase [N-oxide-forming] 5 (Hepatic flavin-containing monooxygenase 5) (FMO 5) (Dimethylaniline oxidase 5) 	FALSE	TRUE	FALSE	0	0
HER_19703.t1	14	1	0.0714285714285714	SPU_030070	Sp-Zic_1	Zic_1	zf-C2H2	zinc finger protein of the cerebellum family member, odd paired (opa) homolog, z244, Sp-Zic2	FALSE	TRUE	FALSE	0	0
HER_19705.t1	4	1	0.25	SPU_003858	Sp-Hs3st6	Hs3st6	none	heparan sulfate (glucosamine) 3-O-sulfotransferase 6	FALSE	TRUE	FALSE	0	0
HER_38935.t1.1.5f2c68c6	10	0	0	SPU_010373	Sp-Crk1L	Crk1L	SH2 superfamily, SH3 superfamily	v-crk sarcoma virus CT10 oncogene homolog (avian)-like-like	FALSE	TRUE	FALSE	0	0
HER_19720.t1	1	0	0	SPU_016580	Sp-PolypL_10	PolypL_10	RnaseH superfamily, rve superfamily	polyprotein-like-10	FALSE	TRUE	FALSE	1	1
HER_19722.t1	2	0	0	SPU_003662	Sp-Hypp_1468	Hypp_1468	none	hypothetical protein-1468; epithelial stromal interaction 1 (breast)-like	FALSE	TRUE	FALSE	0	0
HER_19724.t1	2	1	0.5	SPU_012380	Sp-Pargl	Pargl	PARG_cat superfamily	poly (ADP-ribose) glycohydrolase-like	FALSE	TRUE	FALSE	0	0
HER_19725.t1	7	0	0	SPU_026466	Sp-Abcc5g	Abcc5g	none	Multidrug resistance-associated protein 5 (Multi-specific organic anion tranporter-C) (MOAT-C) (pABC11) (SMRP)	FALSE	TRUE	FALSE	0	0
HER_19726.t1	4	0	0	SPU_003857	Sp-Trip12	Trip12	thyroid hormone receptor 	TRIP12	FALSE	TRUE	FALSE	0	0
HER_19730.t1	1	0	0	SPU_003856	Sp-Rsf1	Rsf1	PHD_finger superfamily	remodeling and spacing factor 1	FALSE	FALSE	FALSE	0	0
HER_19731.t1	1	0	0	SPU_021402	Sp-Cub/Egf/Lnb/7Tm/Gpcr_1	Cub/Egf/Lnb/7Tm/Gpcr_1	LNB-7TM GPCR	none	FALSE	TRUE	FALSE	0	0
